%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1676520716952716999,6486,1676520716952459215,,0,0,22.415543338249922,114.04239711095117,179.76416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520717152171996,6487,1676520717151883722,,0,0,22.415544625122706,114.04240866458693,179.7601318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520717352071864,6488,1676520717351856917,,0,0,22.415545861398265,114.04242016348324,179.73704528808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520717552843414,6489,1676520717552557184,,0,0,22.415547135742422,114.04243169920592,179.7249298095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520717752050200,6490,1676520717751782483,,0,0,22.415548395519142,114.04244323924777,179.72576904296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520717952010413,6491,1676520717951833933,,0,0,22.4155496666929,114.04245482658979,179.71958923339844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520718152872192,6492,1676520718152591569,,0,0,22.41555089353199,114.04246640069523,179.71917724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520718352540413,6493,1676520718352236526,,0,0,22.415552115087436,114.0424779620272,179.7318878173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520718552808846,6494,1676520718552581177,,0,0,22.415553399354085,114.04248950173874,179.74903869628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520718752380122,6495,1676520718752188573,,0,0,22.41555464727664,114.0425010367769,179.75479125976562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520718952400649,6496,1676520718952114354,,0,0,22.41555586888078,114.04251258436656,179.76316833496094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520719152578438,6497,1676520719152415281,,0,0,22.41555715695198,114.04252413925005,179.7635955810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520719352847813,6498,1676520719352599180,,0,0,22.415558421528058,114.04253570786467,179.76776123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520719552539561,6499,1676520719552307769,,0,0,22.415559636085952,114.04254726173372,179.7708282470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520719752599731,6500,1676520719752364450,,0,0,22.415560888042716,114.04255878817114,179.7758331298828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520719952383754,6501,1676520719952213892,,0,0,22.415562178064235,114.04257030044997,179.78292846679688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520720152408264,6502,1676520720152202864,,0,0,22.41556349915522,114.04258178075798,179.7824249267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520720352343009,6503,1676520720352128434,,0,0,22.415564782828444,114.0425933025717,179.7855224609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520720552791378,6504,1676520720552604873,,0,0,22.41556609199323,114.0426048125076,179.78038024902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520720752894296,6505,1676520720752598110,,0,0,22.415567389205187,114.04261634189828,179.78103637695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676520720952537126,6506,1676520720952358063,,0,0,22.415568697234704,114.04262786849618,179.77857971191406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
